X,Y,YEAR,MO,DAY,VEI,VOL_ID,FATALITIES,ASSOC_EQ,ASSOC_TSU,COMMENTS,DAMAGE_MILLIONS_DOLLARS,DAMAGE_AMOUNT_ORDER,DAMAGE_DESCRIPTION,DEATHS,DEATHS_AMOUNT_ORDER,DEATHS_DESCRIPTION,INJURIES,INJURIES_AMOUNT_ORDER,INJURIES_DESCRIPTION,MISSING,MISSING_AMOUNT_ORDER,MISSING_DESCRIPTION,HOUSES_DESTROYED,HOUSES_AMOUNT_ORDER,HOUSES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS_TOTAL,DAMAGE_AMOUNT_ORDER_TOTAL,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL,DEATHS_AMOUNT_ORDER_TOTAL,DEATHS_TOTAL_DESCRIPTION,INJURIES_TOTAL,INJURIES_AMOUNT_ORDER_TOTAL,INJURIES_TOTAL_DESCRIPTION,MISSING_TOTAL,MISSING_AMOUNT_ORDER_TOTAL,MISSING_TOTAL_DESCRIPTION,HOUSES_DESTROYED_TOTAL,HOUSES_AMOUNT_ORDER_TOTAL,HOUSES_TOTAL_DESCRIPTION,SIGNIF,VALIDITY,NUM,NAME,LOCATION,LATITUDE,LONGITUDE,ELEVATION,MORPHOLOGY,STATUS,TIME_ERUPT,ID,COUNTRY,NUM_SLIDES,SIG_ID,TSU_ID,HAZ_EVENT_ID,OBJECTID
122.775,-8.53,1907,9,28,2,60418,1,,,"1 killed, several wounded.",,,,1,1,Few (~1 to 50 people),,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),,1,Few (~1 to 50 people),,,,,,,1,,0604-18=,Lewotobi,Lesser Sunda Is,-8.53,122.775,1703,Stratovolcano,Historical,D1,60418,Indonesia,0,,,411,357
122.775,-8.53,1869,7,7,2,60418,2,,,"Two deaths, cause unknown.",,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,0604-18=,Lewotobi,Lesser Sunda Is,-8.53,122.775,1703,Stratovolcano,Historical,D1,60418,Indonesia,0,,,410,357
124.858,1.358,1958,7,12,2,60611,1,,,"1 killed by mud, 10 injured.",,,,1,1,Few (~1 to 50 people),10,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),10,1,Few (~1 to 50 people),,,,,,,1,,0606-11=,Mahawu,Sulawesi-Indonesia,1.358,124.858,1324,Stratovolcano,Historical,D1,60611,Indonesia,0,,,525,402
130.870000000000118,31.93,1717,2,7,3,80209,1,,,1 killed and 30 injured.,,,,1,1,Few (~1 to 50 people),30,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),30,1,Few (~1 to 50 people),,,,,,,1,,0802-09=,Kirishima,Kyushu-Japan,31.93,130.87,1700,Shield volcano,Historical,D1,80209,Japan,0,,,916,443
130.870000000000118,31.93,1716,11,9,3,80209,1,,,1 dead and 31 injured. One source lists 6 fatalities for the 1716-1717 eruption.,,,,1,1,Few (~1 to 50 people),31,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),31,1,Few (~1 to 50 people),,,,,,,1,,0802-09=,Kirishima,Kyushu-Japan,31.93,130.87,1700,Shield volcano,Historical,D1,80209,Japan,0,,,915,443
130.870000000000118,31.93,1566,10,31,3,80209,,,,JMA mentions fatalities. Murayama says many.,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0802-09=,Kirishima,Kyushu-Japan,31.93,130.87,1700,Shield volcano,Historical,D1,80209,Japan,0,,,904,443
115.508,-8.342,1963,5,16,3,60402,120,Y,,"<P>The Agung Volcano began erupting in February and continued for almost a year. The stage of paroxysm I, the first most destructive event, occurred on March 17. The paroxysm II was on May 16.
<P>1963, March 17. Surjo gives: 820 killed, 59 injured by pyroclastic flows, 163 and 201 by pyroclastic fall, 165 and 36 by lahars. Bodies of about half victims never found. Perhaps 140 killed at Subagan village by lahar plus others swept to sea and killed crossing lahar fileds during rainy season. Also, 8 killed by landslides on Batur caldera rim. 1,148 represents most recent official figure, presumably including 120 pyroclastic flow fatalities on May 16. Perhaps 200 of the lahar deaths occurred after the eruption. Keesings suggests 1,584 killed in the March eruption and 106 in the May eruption. (reference #9675)",,,,120,2,Some (~51 to 100 people),,,,,,,,,,,,,120,2,Some (~51 to 100 people),,,,,,,,,,1,,0604-02=,Agung,Lesser Sunda Is,-8.342,115.508,3142,Stratovolcano,Historical,D1,60402,Indonesia,0,4292,,353,843
115.508,-8.342,1963,3,17,4,60402,1028,,Y,"<P>The Agung Volcano began erupting in February and continued for almost a year. The stage of paroxysm I, the first most destructive event, occurred on March 17. The paroxysm II was on May 16.
<P>1963, March 17. Surjo gives: 820 killed, 59 injured by pyroclastic flows, 163 and 201 by pyroclastic fall, 165 and 36 by lahars. Bodies of about half victims never found. Perhaps 140 killed at Subagan village by lahar plus others swept to sea and killed crossing lahar fileds during rainy season. Also, 8 killed by landslides on Batur caldera rim. 1,148 represents most recent official figure, presumably including 120 pyroclastic flow fatalities on May 16. Perhaps 200 of the lahar deaths occurred after the eruption. Keesings suggests 1,584 killed in the March eruption and 106 in the May eruption. (reference #9675)",,,,1028,4,Very Many (~1001 or more people),624,3,Many (~101 to 1000 people),,3,Many (~101 to 1000 people),,,,,,,1028,4,Very Many (~1001 or more people),624,3,Many (~101 to 1000 people),,3,Many (~101 to 1000 people),,,,1,,0604-02=,Agung,Lesser Sunda Is,-8.342,115.508,3142,Stratovolcano,Historical,D1,60402,Indonesia,0,,1942,351,843
121.608,-0.17,1983,7,23,4,60601,,,,"An explosive eruption produced pyroclastic flows that destroyed most homes, vegetation, and animal life on 40 km2 Una Una Island and probably injected tephra into the stratosphere. Initial activity prompted evacuation of everyone on the island before the devastating explosions.

Almost all houses and buildings in the eight villages near the volcano were destroyed and nearly half of the residents of the island had been evacuated. All had left by the time of a major explosion on 21 July at 1623 that subjected 80% of the island to temperatures of up to 200°C. Tephra as large as 5-10 cm in diameter fell near a VSI observation vessel and the monitoring team reported flames on parts of the island. A government geologist estimated that all 700,000 coconut trees and all livestock on the island must have been burned, probably by pyroclastic flows. Ash darkened much of the region. People in Falu, 250 km away, were forced to protect themselves from ashfall until late 23 July. A VSI field party arriving on the island 22 July at 0100 felt ten earthquakes during their 15-hour stay and observed a 1.5-km eruption column at 1649.",,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,4,0606-01=,Colo [Una Una],Sulawesi-Indonesia,-0.17,121.608,507,Stratovolcano,Historical,D1,60601,Indonesia,0,,,488,1096
25.396,36.404,1928,1,23,2,10204,48,,,Deaths more likely due to an earthquake than an eruption. CAVW lists no fatalities.,,,,48,1,Few (~1 to 50 people),,,,,,,,,,,,,48,1,Few (~1 to 50 people),,,,,,,,,,1,3,0102-04=,Santorini,Greece,36.404,25.396,329,Shield volcano,Historical,D2,10204,Greece,0,,,42,1444
124.148,-8.51,1953,6,,0,60427,5,,,"5 killed, 1 injured.",,,,5,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,,,,5,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,1,,0604-27=,Sirung,Lesser Sunda Is,-8.51,124.148,862,Complex volcano,Historical,D1,60427,Indonesia,0,,,450,1493
41.742,15.7,2007,9,30,,20101,7,,,"<p>A volcano erupted on a Yemeni Red Sea island late on Sunday, September 30, 2007, killing at least seven soldiers and spewing lava and ash hundreds of meters into the air. A government official said seven bodies had been recovered, along with one survivor, all soldiers stationed on Jabal al-Tair island, some 80 miles (130 km) off Yemen's mainland. </P>
<p>
A Defense Ministry official on the island, which has been home to a military base since Yemen's 1996 conflict with Eritrea, said its western part had ""collapsed"" into the sea. Naval ships were searching the surrounding waters for missing soldiers. The island has no civilian inhabitants.</p>
<p> Two weeks prior to the eruption, the area around the island had seen light earthquakes between magnitude 2-3.6 on the Richter scale, with three larger ones yesterday reaching magnitude 4.3.</p>",,,,7,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,,,,7,1,Few (~1 to 50 people),,1,Few (~1 to 50 people),,,,,,,1,4,0201-01=,"Tair, Jebel at",Red Sea,15.7,41.742,244,Stratovolcano,Historical,D3,20101,Yemen,0,,,4764,538
-16.641,28.271,1706,5,5,2,180303,,,Y,"Start Date: 1706 May 5. Stop Date: 1706 Jun 13. Confirmed, VEI 2. Historical Observations.	NW rift zone (Garachico). (Reference #2432)",,3,Severe (~>$5 to $24 million),,,,,,,,,,,,,,3,Severe (~>$5 to $24 million),,,,,,,,,,,,,1,,1803-03-,Tenerife,Canary Is,28.271,-16.641,3715,Stratovolcano,Historical,D2,180303,Spain,0,,375,4374,571
98.47,25.32,1609,,,,70511,,,,Some shepherds and 500-600 sheep were struck by lightning.,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0705-11-,Tengchong,China-S,25.32,98.47,2865,Pyroclastic cone,Historical,D5,70511,China,0,,,4466,572
165.8,-10.38,1840,,,3,50601,,,,"Nuees ardentes swept all sides of the island, killing all inhabitants. Heavy seas prevented escape.",,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0506-01=,Tinakula,Santa Cruz Is-SW Pac,-10.38,165.8,851,Stratovolcano,Historical,D1,50601,Solomon Is.,0,,,4446,589
-128.9,55.12,1730,,,,120010,,,,"Lava flow overran village. Several people who had dug pits for shelter died of ""poison smoke"".",,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,1200-10-,Tseax River Cone,Canada,55.12,-128.9,609,Pyroclastic cone,Radiocarbon,D4,120010,Canada,0,,,4490,630
39.13,8.158,1900,,,,20125,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0201-25-,Tullu Moje,Africa-NE,8.158,39.13,2349,Pumice cone,Anthropology,D2,20125,Ethiopia,0,,,4965,635
-78.442,-1.467,2006,8,17,3,150208,5,,,"Ash and debris fall caused fires and severe damage to five villages. An estimated 20,000 hectares (50,000 acres) of crops were destroyed. At least five people are dead or missing, and several more were injured. An estimated 4,000 people have been relocated to shelters.",,3,Severe (~>$5 to $24 million),5,1,Few (~1 to 50 people),13,1,Few (~1 to 50 people),,2,Some (~51 to 100 people),,3,Many (~101 to 1000 houses),,3,Severe (~>$5 to $24 million),6,1,Few (~1 to 50 people),,2,Some (~51 to 100 people),,2,Some (~51 to 100 people),,3,Many (~101 to 1000 houses),1,4,1502-08=,Tungurahua,Ecuador,-1.467,-78.442,5023,Stratovolcano,Historical,D1,150208,Ecuador,0,,,4643,639
147.875000000000114,-5.589,1857,4,17,,50106,,Y,Y,"<P><blockquote><i>Reference #414:</blockquote></i>
<P>On April 17, 1857 (1856) immediately after sunset there was a powerful tremor on Umboi Island (Rooke), in the passage between New Guinea and New Britain. A few seconds later, a second, stronger shock knocked down a stove. This was followed by more shocks, but of lesser force. In the morning it was found that large landslides had occurred; cracks 1 m wide had formed in the ground and extended from Nurua village to the sea shore. West of Tolociwa Island (Lotten), a volcano supposedly rose from the water and smoked for a long time. After the tremor, the sea ""began to move"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0501-06=,Umboi,New Guinea-NE of,-5.589,147.875,1548,Complex volcano,Holocene,U,50106,Papua New Guinea,0,,869,4906,662
-76.83,-33.62,1839,2,12,2,150604,,,Y,"On February 12, 1839 at 9:10 [local time] between Valparaiso and the Juan Fernandez Islands, there was said to be an underwater eruption and a ""maremoto""; a new islet was formed with coordinates: 33<sup>o</sup> 34' - 33<sup>o</sup> 40' S., 76<sup>o</sup> 49' - 76<sup>o</sup> 50' W. (reference #415)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1506-04=,Unnamed,Chile-Is,-33.62,-76.83,-642,Submarine volcano,Uncertain,Unknown,150604,Chile,0,,711,4078,680
130.3,32.75,1664,4,15,2,80210,30,,,"In the spring of 1664 water poured out of Tsukumo-jima pond at the summit of Fugen-dake, producing floods that killed > 30 in the Mizunashi river valley.",,,,30,1,Few (~1 to 50 people),,,,,,,,,,,,,30,1,Few (~1 to 50 people),,,,,,,,,,1,,0802-10=,Unzen,Kyushu-Japan,32.75,130.3,1500,Complex volcano,Historical,D1,80210,Japan,0,,,4476,740
130.3,32.75,1993,6,23,1,80210,1,,,A homeowner entered the avalanche zone to watch his house being burned by a pyroclastic flow and was killed by a second pyroclastic flow.,,,,1,1,Few (~1 to 50 people),,,,,,,,1,Few (~1 to 50 houses),,,,1,1,Few (~1 to 50 people),,,,,,,,1,Few (~1 to 50 houses),1,,0802-10=,Unzen,Kyushu-Japan,32.75,130.3,1500,Complex volcano,Historical,D1,80210,Japan,0,,,4477,740
-20.28,63.43,1973,1,27,3,170201,1,,,Sleeping man killed by pooling of CO2 in house basement.,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,1702-01=,Vestmannaeyjar,Iceland-S,63.43,-20.28,279,Submarine volcano,Historical,D1,170201,Iceland,0,,,4509,757
149.07,-9.2,1890,,,2,50303,,,,Deaths reported by local people in 1880-1890 AD eruption.,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0503-03=,Victory,New Guinea,-9.2,149.07,1925,Stratovolcano,Historical,D2,50303,Papua New Guinea,0,,,4443,760
-71.93,-39.42,1963,5,21,2,150712,,,,Snowmelt from lava and super-heated steam May 21-24 caused mudflows with fatalities.,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,1507-12=,Villarrica,Chile-C,-39.42,-71.93,2847,Stratovolcano,Historical,D1,150712,Chile,0,,,4506,762
-71.93,-39.42,1949,1,1,3,150712,54,,,"Lahars caused great damage and killed 23 persons, with an additional 31 missing. Witham lists a range of 40-100 fatalities. (reference #9675)",,2,Moderate (~$1 to $5 million),54,2,Some (~51 to 100 people),,,,,,,,,,,2,Moderate (~$1 to $5 million),54,2,Some (~51 to 100 people),,,,,,,,,,1,,1507-12=,Villarrica,Chile-C,-39.42,-71.93,2847,Stratovolcano,Historical,D1,150712,Chile,0,,,4139,762
-71.93,-39.42,1971,10,29,2,150712,15,,,"Lahars down N,W, and S sides of volcano caused by lava flows melting ice killed 15 in Chaillupen and Turbio valleys, destroying many houses and agricultural installations. Concrete bridges across major rivers cut.",,,,15,1,Few (~1 to 50 people),,,,,,,,,,,,,15,1,Few (~1 to 50 people),,,,,,,,,,1,,1507-12=,Villarrica,Chile-C,-39.42,-71.93,2847,Stratovolcano,Historical,D1,150712,Chile,0,,,4141,762
-71.93,-39.42,1964,3,3,2,150712,25,,,"Mudflows swept over 50% of Conripe village, 25
killed or missing. (reference #9675)",,,,25,1,Few (~1 to 50 people),,,,,,,,,,,,,25,1,Few (~1 to 50 people),,,,,,,,,,1,,1507-12=,Villarrica,Chile-C,-39.42,-71.93,2847,Stratovolcano,Historical,D1,150712,Chile,0,,,4140,762
169.425,-19.52,1878,1,10,3,50710,,,Y,"<P><blockquote><i>Reference #414:</blockquote></i>
<P>1878, January 10 at 10:00 [local time]. There was a strong earthquake on Tanna Island; the subsequent tremors lasted four weeks. A new pit of crater formed near the ""sulphur bay"" [in Sapper's unlikely opinion, this was the
result of a volcanic explosion]. 
<P><blockquote><i>Reference #79:</blockquote></i>
<P>1878, January 10. New Hebrides. Quake and eruption, new crater Yasowa volcano, Tanna Island, 19.5 S, 169.4 E... Sapper does not mention quake. Milne and Sieberg do not mention eruption.",,,,,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,0507-10=,Yasur,Vanuatu-SW Pacific,-19.52,169.425,361,Stratovolcano,Historical,D1,50710,Vanuatu,0,,1086,4513,799
42.75,14.02,1679,9,21,,201021,,Y,,"September 21 , 1679, Red Sea. In the second half of Sha'ban (from 21 September) a volcanic eruption occurred in the Zuqar islands, N.W. of al-Mukha in the southern Red Sea. It blazed like coal and threw sparks into the sea. The eruption was likened to a great minaret towering into the air, and it was seen by mountain dwellers in the Yemen as far away as Wasab (a district c. 30 miles northeast of Zabid). In the day, the eruption clouds were equally visible. The eruption was followed by a series of earthquakes in al Mukha, which was partially destroyed by a fire. The governor took to the sea in fear. The fire was extinguished by rainfall at the beginning of Shawwal (from 5
November 1679), i.e. after about six weeks. (reference #3845)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0201-021,Zukur,Red Sea,14.02,42.75,624,Shield volcano,Holocene,U,201021,Yemen,0,8202,,4969,825
121.1,17.32,1952,,,1,703088,12,,,"May have been a steam eruption because sulfur melted and flowed downhill, mixing with debris and killing about a dozen people.",,,,12,1,Few (~1 to 50 people),,,,,,,,,,,,,12,1,Few (~1 to 50 people),,,,,,,,,,1,,0703-088,Ambalatungan Group,Luzon-Philippines,17.32,121.1,2329,Compound volcano,Fumarolic,U,703088,Philippines,0,,,4465,869
-87.57,12.98,1951,8,3,,140401,,Y,Y,"On August 3, 1951, strong earthquakes split open the sides of the long dormant Cosiguina volcano, inactive since 1835, sending tons of water crashing down from a crater in its center and inundating the small Pacific coast port of Potosi. (reference #273)",,,,,,,,,,,,,,,,,3,Severe (~>$5 to $24 million),1000,3,Many (~101 to 1000 people),,,,,,,,,,1,,1404-01=,Cosiguina,Nicaragua,12.98,-87.57,872,Stratovolcano,Historical,D3,140401,Nicaragua,0,3974,3383,4824,9
-78.436,-0.677,1698,,,3,150205,,,,Latacunga and 3/4 of its inhabitants destroyed by lahars. Coleman also mentions other settlements destroyed.,,,,,2,Some (~51 to 100 people),,,,,,,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,1,,1502-05=,Cotopaxi,Ecuador,-0.677,-78.436,5911,Stratovolcano,Historical,D2,150205,Ecuador,0,,,4503,11
109.92,-7.2,1964,12,13,1,60320,114,,,VSI plaque: 114 fatalities from this eruption.,,,,114,3,Many (~101 to 1000 people),,,,,,,,,,,,,114,3,Many (~101 to 1000 people),,,,,,,,,,1,,0603-20=,Dieng Volc Complex,Java,-7.2,109.92,2565,Complex volcano,Historical,D1,60320,Indonesia,0,,,4457,54
109.92,-7.2,1786,,,2,60320,38,,,Ground fissuring occurred and 38 persons died from a collapse that destroyed Jampang village.,,,,38,1,Few (~1 to 50 people),,,,,,,,2,Some (~51 to 100 houses),,,,38,1,Few (~1 to 50 people),,,,,,,,2,Some (~51 to 100 houses),1,,0603-20=,Dieng Volc Complex,Java,-7.2,109.92,2565,Complex volcano,Historical,D1,60320,Indonesia,0,,,4456,54
15.004,37.734,1169,2,11,,10106,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,,3107,4846,101
15.004,37.734,1693,1,9,,10106,,Y,,"A possible eruption of Etna occurred at the same time as extremely violent shocks in Sicily, Calabria and Catania, Italy (REF #521).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,1129,,4724,101
15.004,37.734,1868,9,5,,10106,,Y,Y,"1868, September 5, 02h. Calabrian Arc, Island of Sicily. Once several flame - coloured tongues and balls were ejected from the crater of Etna, a strong earthquake that lasted
several seconds occurred in Aci Catena, Acireale, Viagrande, Giarre, Zafferana (Etnea), Macchia, S. Antonio, Sta Venerina, Trecastagni and in other places. It was weakly felt in Catania, but did not reach Messina. The sea was very excited
3 miles from the little Island of Aci Trezza. (reference #2130)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,,3451,4907,101
-28.73,38.6,1672,4,24,2,180201,3,,,Possibly 3 deaths.,,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,1802-01=,Fayal,Azores,38.6,-28.73,1043,Stratovolcano,Historical,D2,180201,Portugal,0,,,4339,106
39.93,8.975,1250,,,,20119,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0201-19=,Fentale,Africa-NE,8.975,39.93,2007,Stratovolcano,Historical,D3,20119,Ethiopia,0,,,4966,108
-24.35,14.95,1995,4,2,2,180401,,,,"During the night of 2-3 April, several residents evacuated to the N coast. Once ashfall began, more caldera residents and some people in the eastern villages of Corvo, Achada Grande, Relva, Tintiera, Cova Matinho, Cova Figueira, and Estância Roque also evacuated to the coastal towns of Mosteiros (~9 km N of the summit) or Sao Filipe. Police officials reported that all of the ~1,300 people living within the caldera had managed to get out on foot and had been accounted for by noon on 3 April... Official reports indicated that almost 1,000 persons were sheltered in the Army camps at Sao Filipe, Patim, Achada Furna, and Mosteiros. During the first days of the eruption local authorities, Cape Verde soldiers, and volunteers, helped caldera residents save their belongings. Nobody was killed, and only 20 people needed medical assistance during the evacuation, including children with respiratory problems. Although numbers are uncertain, as many as 5,000 people may have been displaced during this eruption. As of 16 April, Portela residents continued to remove belongings by foot... n the following days the lava flow reached the settlement of Boca de Fonte near the caldera wall ~2 km W of the eruption center, and by 9 April it had destroyed at least 5 houses (possibly 10), the main water reservoir, and several square kilometers of fertile land used to grow coffee, wine grapes, fruits, maize, tapioca, and beans... Since the beginning of the eruption, lava flows have covered ~4.3 km2 of productive land, and preliminary data indicate an erupted volume of 22-35 x 106 m3. <B>Boca de Fonte (population 56) was completely destroyed</B>, and flow-fronts were 300 m from Portela as of 18 May. About 1,000 persons remain in shelters at Army camps in Sao Filipe, Patim, Achada Furna, and Mosteiros. During this eruption nobody was killed, but several needed medical assistance, mainly for respiratory problems due to inhalation of volcanic gas and dust. (reference #2432)",,1,Limited (<$1 million),,,,20,1,Few (~1 to 50 people),,,,10,1,Few (~1 to 50 houses),,1,Limited (<$1 million),,,,20,1,Few (~1 to 50 people),,,,10,1,Few (~1 to 50 houses),1,1,1804-01=,Fogo,Cape Verde Is,14.95,-24.35,2829,Stratovolcano,Historical,D1,180401,Cape Verde,0,,,4388,115
-24.35,14.95,1847,4,9,2,180401,,,,Fatalities possibly caused by volcanogenic earthquake.,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,1804-01=,Fogo,Cape Verde Is,14.95,-24.35,2829,Stratovolcano,Historical,D1,180401,Cape Verde,0,,,4383,115
-25.32,37.77,1630,9,3,4,180210,200,,,"Violent pumice explosion, probably of vulcanian type; ejecta fell over most of island. Newhall says at least 200 persons were killed, most probably by mudflows in Riberia Quente on the S coast.",,,,200,3,Many (~101 to 1000 people),,,,,,,,,,,,,200,3,Many (~101 to 1000 people),,,,,,,,,,1,,1802-10=,Furnas,Azores,37.77,-25.32,805,Stratovolcano,Historical,D5,180210,Portugal,0,,,4362,129
-77.37,1.22,1993,1,14,2,150108,9,,,"A sudden explosion killed 9 persons, including 6 volcanologists who were in (and on the rim of) the inner crater.",,,,9,1,Few (~1 to 50 people),,,,,,,,,,,,,9,1,Few (~1 to 50 people),,,,,,,,,,1,,1501-08=,Galeras,Colombia,1.22,-77.37,4276,Complex volcano,Historical,D1,150108,Colombia,0,,,4502,134
127.52,1.375,1564,12,31,3,60804,,,,1564 or 1565. Number of deaths unknown.,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0608-04=,Gamkonora,Halmahera-Indonesia,1.375,127.52,1635,Stratovolcano,Historical,D1,60804,Indonesia,0,,,4460,139
-17.33,64.42,1629,,,2,170301,4,,,Jokulhlaup killed a couple with children.,,,,4,1,Few (~1 to 50 people),,,,,,,,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,1,,1703-01=,Grimsvotn,Iceland-NE,64.42,-17.33,1725,Caldera,Historical,D1,170301,Iceland,0,,,4511,172
-17.33,64.42,1996,9,30,3,170301,,,,Damage to land and property.,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1703-01=,Grimsvotn,Iceland-NE,64.42,-17.33,1725,Caldera,Historical,D1,170301,Iceland,0,,,4291,172
-17.33,64.42,1861,5,,2,170301,,,,Damage to land and property.,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1703-01=,Grimsvotn,Iceland-NE,64.42,-17.33,1725,Caldera,Historical,D1,170301,Iceland,0,,,4283,172
-17.33,64.42,1784,4,,4,170301,9350,,,"Widespread famine resulted from destruction of summer crops and poisoning of livestock. The human population was reduced from 48,884 in 1783 to 28,363 in 1786, a loss of 22%. When natural birth and death rates are taken into account the best estimate of the death toll becomes 9,350. Fine dust in Scotland also destroyed crops. The combined effects of the Lakagigar and Asama eruptions may have contributed to the Tenmei famine in N Japan and elsewhere.",,,,9350,4,Very Many (~1001 or more people),,,,,,,,,,,,,9350,4,Very Many (~1001 or more people),,,,,,,,,,1,,1703-01=,Grimsvotn,Iceland-NE,64.42,-17.33,1725,Caldera,Historical,D1,170301,Iceland,0,,,4280,172
-17.33,64.42,1684,12,,2,170301,1,,,Drowned during jokulhlaup in the Jokulsa River.,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,1703-01=,Grimsvotn,Iceland-NE,64.42,-17.33,1725,Caldera,Historical,D1,170301,Iceland,0,,,4275,172
107.83,-7.13,1829,,,2,60313,,,,"Many killed, several wounded.",,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0603-13=,Guntur,Java,-7.13,107.83,2249,Complex volcano,Historical,D3,60313,Indonesia,0,,,4455,182
107.83,-7.13,1800,10,8,,60313,,,,"The river became charged with white, acid, sulfurous mud, that poured down the valley carrying carcasses of men and sundry animals, and covered the countryside with a thick coat of mud. The same occurred with greater violence on the 12th.",,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0603-13=,Guntur,Java,-7.13,107.83,2249,Complex volcano,Historical,D3,60313,Indonesia,0,,,4454,182
-19.7,63.98,1766,4,5,4,170207,,,,Damage to land and property.,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4252,203
-19.7,63.98,1845,9,2,4,170207,,,,Damage to land and property.,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4253,203
-19.7,63.98,1597,1,3,4,170207,,,,Damage to land and property.,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4249,203
-19.7,63.98,1947,11,2,4,170207,1,,,"A scientist filming the eruption was killed by a glowing block which rolled off the front of a lava flow, killing him instantly.",,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4510,203
